algo,pat,tim,gen,lgen
avx2,r4kx4k,0.0176508,30,5
avx2,r4kx4k,0.0312219,62,6
avx2,r4kx4k,0.057862,126,7
avx2,r4kx4k,0.112692,254,8
avx2,r4kx4k,0.222379,510,9
avx2,r4kx4k,0.44264,1022,10
avx2,r4kx4k,0.873332,2046,11
avx2,r4kx4k,1.75807,4094,12
avx2,r4kx4k,3.52258,8190,13
avx2,r4kx4k,6.9982,16382,14
avx2,r4kx4k,13.9975,32766,15
avx2,r4kx4k,28.0846,65534,16
avx2,r4kx4k,55.9574,131070,17
avx22,r4kx4k,0.00199509,2,2
avx22,r4kx4k,0.00379992,6,3
avx22,r4kx4k,0.00732303,14,4
avx22,r4kx4k,0.01454,30,5
avx22,r4kx4k,0.027952,62,6
avx22,r4kx4k,0.0547891,126,7
avx22,r4kx4k,0.108378,254,8
avx22,r4kx4k,0.215346,510,9
avx22,r4kx4k,0.443999,1022,10
avx22,r4kx4k,0.911014,2046,11
avx22,r4kx4k,1.77441,4094,12
avx22,r4kx4k,3.60209,8190,13
avx22,r4kx4k,7.75077,16382,14
avx22,r4kx4k,14.8921,32766,15
avx22,r4kx4k,28.9147,65534,16
avx22,r4kx4k,56.93,131070,17
avx23,r4kx4k,0.00191092,2,2
avx23,r4kx4k,0.00353885,6,3
avx23,r4kx4k,0.00664592,14,4
avx23,r4kx4k,0.0127659,30,5
avx23,r4kx4k,0.0248618,62,6
avx23,r4kx4k,0.0487518,126,7
avx23,r4kx4k,0.0966198,254,8
avx23,r4kx4k,0.198013,510,9
avx23,r4kx4k,0.394628,1022,10
avx23,r4kx4k,0.787818,2046,11
avx23,r4kx4k,1.55241,4094,12
avx23,r4kx4k,3.11449,8190,13
avx23,r4kx4k,6.35342,16382,14
avx23,r4kx4k,12.67,32766,15
avx23,r4kx4k,25.4026,65534,16
avx23,r4kx4k,50.5365,131070,17
bitpar,r4kx4k,0.00349712,2,2
bitpar,r4kx4k,0.00824499,6,3
bitpar,r4kx4k,0.017802,14,4
bitpar,r4kx4k,0.036658,30,5
bitpar,r4kx4k,0.0738411,62,6
bitpar,r4kx4k,0.148514,126,7
bitpar,r4kx4k,0.297738,254,8
bitpar,r4kx4k,0.595709,510,9
bitpar,r4kx4k,1.19244,1022,10
bitpar,r4kx4k,2.39404,2046,11
bitpar,r4kx4k,4.7924,4094,12
bitpar,r4kx4k,9.74426,8190,13
bitpar,r4kx4k,19.6214,16382,14
bitpar,r4kx4k,38.8489,32766,15
bitpar2,r4kx4k,0.00381804,2,2
bitpar2,r4kx4k,0.00892806,6,3
bitpar2,r4kx4k,0.018975,14,4
bitpar2,r4kx4k,0.0398951,30,5
bitpar2,r4kx4k,0.080924,62,6
bitpar2,r4kx4k,0.161347,126,7
bitpar2,r4kx4k,0.322102,254,8
bitpar2,r4kx4k,0.645957,510,9
bitpar2,r4kx4k,1.29762,1022,10
bitpar2,r4kx4k,2.5882,2046,11
bitpar2,r4kx4k,5.18638,4094,12
bitpar2,r4kx4k,10.479,8190,13
bitpar2,r4kx4k,21.0178,16382,14
bitpar2,r4kx4k,41.7846,32766,15
bitpar3,r4kx4k,0.00354004,2,2
bitpar3,r4kx4k,0.00809503,6,3
bitpar3,r4kx4k,0.017345,14,4
bitpar3,r4kx4k,0.035434,30,5
bitpar3,r4kx4k,0.0717621,62,6
bitpar3,r4kx4k,0.144319,126,7
bitpar3,r4kx4k,0.288621,254,8
bitpar3,r4kx4k,0.578026,510,9
bitpar3,r4kx4k,1.16406,1022,10
bitpar3,r4kx4k,2.3614,2046,11
bitpar3,r4kx4k,4.75498,4094,12
bitpar3,r4kx4k,9.50865,8190,13
bitpar3,r4kx4k,18.8816,16382,14
bitpar3,r4kx4k,37.8566,32766,15
hlife,r4kx4k,0.651957,2,2
hlife,r4kx4k,1.40955,6,3
hlife,r4kx4k,2.25468,14,4
hlife,r4kx4k,4.12047,30,5
hlife,r4kx4k,6.75149,62,6
hlife,r4kx4k,11.9753,126,7
hlife,r4kx4k,21.561,254,8
hlife,r4kx4k,33.2656,510,9
lifelib,r4kx4k,0.0688169,2,2
lifelib,r4kx4k,0.185866,6,3
lifelib,r4kx4k,0.294891,14,4
lifelib,r4kx4k,0.433964,30,5
lifelib,r4kx4k,0.990679,62,6
lifelib,r4kx4k,1.5867,126,7
lifelib,r4kx4k,3.619,254,8
lifelib,r4kx4k,5.90528,510,9
lifelib,r4kx4k,14.0281,1022,10
lifelib,r4kx4k,18.1071,2046,11
lifelib,r4kx4k,22.6406,4094,12
lifelib,r4kx4k,26.3831,8190,13
lifelib,r4kx4k,26.7055,16382,14
lifelib,r4kx4k,26.7062,32766,15
lifelib,r4kx4k,26.7064,65534,16
lifelib,r4kx4k,26.7066,131070,17
lifelib,r4kx4k,26.7068,262142,18
lifelib,r4kx4k,26.707,524286,19
lifelib,r4kx4k,26.7072,1048574,20
lifelib,r4kx4k,26.7073,2097150,21
lifelib,r4kx4k,26.7075,4194302,22
lifelib,r4kx4k,26.7076,8388606,23
lifelib,r4kx4k,26.7077,16777214,24
lifelib,r4kx4k,26.7079,33554430,25
lifelib,r4kx4k,26.708,67108862,26
lifelib,r4kx4k,26.7082,134217726,27
lifelib,r4kx4k,26.7083,268435454,28
lifelib,r4kx4k,26.7084,536870910,29
list,r4kx4k,7.05026,2,2
list,r4kx4k,15.0701,6,3
list,r4kx4k,27.8348,14,4
list,r4kx4k,47.6956,30,5
list16x16,r4kx4k,0.00270891,2,2
list16x16,r4kx4k,0.00664091,6,3
list16x16,r4kx4k,0.014235,14,4
list16x16,r4kx4k,0.0294049,30,5
list16x16,r4kx4k,0.0598359,62,6
list16x16,r4kx4k,0.12262,126,7
list16x16,r4kx4k,0.25598,254,8
list16x16,r4kx4k,0.522175,510,9
list16x16,r4kx4k,1.06696,1022,10
list16x16,r4kx4k,2.18657,2046,11
list16x16,r4kx4k,4.47061,4094,12
list16x16,r4kx4k,9.07695,8190,13
list16x16,r4kx4k,18.5714,16382,14
list16x16,r4kx4k,37.3823,32766,15
list2,r4kx4k,1.26567,2,2
list2,r4kx4k,2.73148,6,3
list2,r4kx4k,5.22913,14,4
list2,r4kx4k,9.00528,30,5
list2,r4kx4k,14.7709,62,6
list2,r4kx4k,23.5609,126,7
list2,r4kx4k,37.0479,254,8
list3,r4kx4k,0.670191,2,2
list3,r4kx4k,1.82743,6,3
list3,r4kx4k,3.7369,14,4
list3,r4kx4k,6.68645,30,5
list3,r4kx4k,11.1175,62,6
list3,r4kx4k,17.9521,126,7
list3,r4kx4k,28.4316,254,8
list3,r4kx4k,44.5203,510,9
list8x8,r4kx4k,0.00922799,2,2
list8x8,r4kx4k,0.0221739,6,3
list8x8,r4kx4k,0.048362,14,4
list8x8,r4kx4k,0.103561,30,5
list8x8,r4kx4k,0.231433,62,6
list8x8,r4kx4k,0.500224,126,7
list8x8,r4kx4k,1.07367,254,8
list8x8,r4kx4k,2.2656,510,9
list8x8,r4kx4k,4.69407,1022,10
list8x8,r4kx4k,9.56864,2046,11
list8x8,r4kx4k,19.2934,4094,12
list8x8,r4kx4k,38.7648,8190,13
lookup,r4kx4k,0.138919,2,2
lookup,r4kx4k,0.394299,6,3
lookup,r4kx4k,0.901447,14,4
lookup,r4kx4k,1.89806,30,5
lookup,r4kx4k,3.90072,62,6
lookup,r4kx4k,7.90427,126,7
lookup,r4kx4k,15.9909,254,8
lookup,r4kx4k,31.9902,510,9
lookup2,r4kx4k,0.0953751,2,2
lookup2,r4kx4k,0.268298,6,3
lookup2,r4kx4k,0.614686,14,4
lookup2,r4kx4k,1.30833,30,5
lookup2,r4kx4k,2.70377,62,6
lookup2,r4kx4k,5.47864,126,7
lookup2,r4kx4k,11.0377,254,8
lookup2,r4kx4k,22.3691,510,9
lookup2,r4kx4k,44.6336,1022,10
lookup4,r4kx4k,0.012532,2,2
lookup4,r4kx4k,0.034384,6,3
lookup4,r4kx4k,0.0774648,14,4
lookup4,r4kx4k,0.163164,30,5
lookup4,r4kx4k,0.333403,62,6
lookup4,r4kx4k,0.669722,126,7
lookup4,r4kx4k,1.34749,254,8
lookup4,r4kx4k,2.68869,510,9
lookup4,r4kx4k,5.46699,1022,10
lookup4,r4kx4k,11.2218,2046,11
lookup4,r4kx4k,22.3075,4094,12
lookup4,r4kx4k,43.9368,8190,13
nybble,r4kx4k,0.0116761,2,2
nybble,r4kx4k,0.0269151,6,3
nybble,r4kx4k,0.0562921,14,4
nybble,r4kx4k,0.114206,30,5
nybble,r4kx4k,0.233586,62,6
nybble,r4kx4k,0.464212,126,7
nybble,r4kx4k,0.927316,254,8
nybble,r4kx4k,1.88673,510,9
nybble,r4kx4k,3.8265,1022,10
nybble,r4kx4k,7.61019,2046,11
nybble,r4kx4k,15.1913,4094,12
nybble,r4kx4k,30.0363,8190,13
qlife,r4kx4k,0.0115118,2,2
qlife,r4kx4k,0.032161,6,3
qlife,r4kx4k,0.070015,14,4
qlife,r4kx4k,0.142608,30,5
qlife,r4kx4k,0.281685,62,6
qlife,r4kx4k,0.535934,126,7
qlife,r4kx4k,0.972295,254,8
qlife,r4kx4k,1.67391,510,9
qlife,r4kx4k,2.74282,1022,10
qlife,r4kx4k,3.94593,2046,11
qlife,r4kx4k,4.91554,4094,12
qlife,r4kx4k,5.48389,8190,13
qlife,r4kx4k,5.79664,16382,14
qlife,r4kx4k,6.31171,32766,15
qlife,r4kx4k,7.34509,65534,16
qlife,r4kx4k,9.4136,131070,17
qlife,r4kx4k,13.6048,262142,18
qlife,r4kx4k,21.9079,524286,19
qlife,r4kx4k,38.5322,1048574,20
sse,r4kx4k,0.00252104,2,2
sse,r4kx4k,0.00523305,6,3
sse,r4kx4k,0.0104949,14,4
sse,r4kx4k,0.020879,30,5
sse,r4kx4k,0.0415239,62,6
sse,r4kx4k,0.0836821,126,7
sse,r4kx4k,0.166536,254,8
sse,r4kx4k,0.33127,510,9
sse,r4kx4k,0.66308,1022,10
sse,r4kx4k,1.33835,2046,11
sse,r4kx4k,2.67581,4094,12
sse,r4kx4k,5.34039,8190,13
sse,r4kx4k,10.7181,16382,14
sse,r4kx4k,21.3928,32766,15
sse,r4kx4k,42.9078,65534,16
sse2,r4kx4k,0.00244498,2,2
sse2,r4kx4k,0.00517511,6,3
sse2,r4kx4k,0.0104771,14,4
sse2,r4kx4k,0.0209541,30,5
sse2,r4kx4k,0.043052,62,6
sse2,r4kx4k,0.085283,126,7
sse2,r4kx4k,0.167996,254,8
sse2,r4kx4k,0.333167,510,9
sse2,r4kx4k,0.670001,1022,10
sse2,r4kx4k,1.33435,2046,11
sse2,r4kx4k,2.73414,4094,12
sse2,r4kx4k,5.46542,8190,13
sse2,r4kx4k,10.9018,16382,14
sse2,r4kx4k,21.5921,32766,15
sse2,r4kx4k,43.239,65534,16
sse3,r4kx4k,0.0023191,2,2
sse3,r4kx4k,0.00475597,6,3
sse3,r4kx4k,0.00949907,14,4
sse3,r4kx4k,0.01952,30,5
sse3,r4kx4k,0.039495,62,6
sse3,r4kx4k,0.078738,126,7
sse3,r4kx4k,0.15762,254,8
sse3,r4kx4k,0.313103,510,9
sse3,r4kx4k,0.610638,1022,10
sse3,r4kx4k,1.2049,2046,11
sse3,r4kx4k,2.41754,4094,12
sse3,r4kx4k,4.85773,8190,13
sse3,r4kx4k,9.6491,16382,14
sse3,r4kx4k,19.2586,32766,15
sse3,r4kx4k,38.4069,65534,16
tree,r4kx4k,0.0107238,2,2
tree,r4kx4k,0.0298638,6,3
tree,r4kx4k,0.0657308,14,4
tree,r4kx4k,0.137765,30,5
tree,r4kx4k,0.283674,62,6
tree,r4kx4k,0.575559,126,7
tree,r4kx4k,1.16831,254,8
tree,r4kx4k,2.39949,510,9
tree,r4kx4k,4.92535,1022,10
tree,r4kx4k,10.3255,2046,11
tree,r4kx4k,22.6465,4094,12
tree,r4kx4k,46.3079,8190,13
ulifelib,r4kx4k,0.00389695,2,2
ulifelib,r4kx4k,0.0101581,6,3
ulifelib,r4kx4k,0.021944,14,4
ulifelib,r4kx4k,0.0474739,30,5
ulifelib,r4kx4k,0.118309,62,6
ulifelib,r4kx4k,0.294944,126,7
ulifelib,r4kx4k,0.652805,254,8
ulifelib,r4kx4k,1.18775,510,9
ulifelib,r4kx4k,1.82103,1022,10
ulifelib,r4kx4k,2.40751,2046,11
ulifelib,r4kx4k,2.8908,4094,12
ulifelib,r4kx4k,3.1569,8190,13
ulifelib,r4kx4k,3.33414,16382,14
ulifelib,r4kx4k,3.63406,32766,15
ulifelib,r4kx4k,4.22703,65534,16
ulifelib,r4kx4k,5.42281,131070,17
ulifelib,r4kx4k,7.92381,262142,18
ulifelib,r4kx4k,12.8201,524286,19
ulifelib,r4kx4k,22.5772,1048574,20
ulifelib,r4kx4k,42.1712,2097150,21
hlife,spiral,0.00452304,2,2
hlife,spiral,0.00764203,6,3
hlife,spiral,0.010874,14,4
hlife,spiral,0.016556,30,5
hlife,spiral,0.0255771,62,6
hlife,spiral,0.037462,126,7
hlife,spiral,0.0683661,254,8
hlife,spiral,0.12641,510,9
hlife,spiral,0.216974,1022,10
hlife,spiral,0.407906,2046,11
hlife,spiral,0.786819,4094,12
hlife,spiral,1.50571,8190,13
hlife,spiral,2.68042,16382,14
hlife,spiral,5.06687,32766,15
hlife,spiral,9.82259,65534,16
hlife,spiral,19.1873,131070,17
hlife,spiral,38.1226,262142,18
lifelib,spiral,0.00388789,2,2
lifelib,spiral,0.00739002,6,3
lifelib,spiral,0.011215,14,4
lifelib,spiral,0.0174,30,5
lifelib,spiral,0.0272079,62,6
lifelib,spiral,0.0530229,126,7
lifelib,spiral,0.0965109,254,8
lifelib,spiral,0.21984,510,9
lifelib,spiral,0.395323,1022,10
lifelib,spiral,0.778611,2046,11
lifelib,spiral,1.74952,4094,12
lifelib,spiral,3.17541,8190,13
lifelib,spiral,6.98512,16382,14
lifelib,spiral,12.9832,32766,15
lifelib,spiral,25.9593,65534,16
lifelib,spiral,58.955,131070,17
list16x16,spiral,0.000484943,2,2
list16x16,spiral,0.00103998,6,3
list16x16,spiral,0.00211096,14,4
list16x16,spiral,0.00423098,30,5
list16x16,spiral,0.00847006,62,6
list16x16,spiral,0.017148,126,7
list16x16,spiral,0.0364361,254,8
list16x16,spiral,0.0748219,510,9
list16x16,spiral,0.149545,1022,10
list16x16,spiral,0.296286,2046,11
list16x16,spiral,0.588926,4094,12
list16x16,spiral,1.18774,8190,13
list16x16,spiral,2.34978,16382,14
list16x16,spiral,4.62158,32766,15
list16x16,spiral,9.39767,65534,16
list16x16,spiral,18.5168,131070,17
list16x16,spiral,36.7616,262142,18
list8x8,spiral,0.000560045,2,2
list8x8,spiral,0.00149989,6,3
list8x8,spiral,0.00324488,14,4
list8x8,spiral,0.00673699,30,5
list8x8,spiral,0.0136509,62,6
list8x8,spiral,0.0281019,126,7
list8x8,spiral,0.057966,254,8
list8x8,spiral,0.11381,510,9
list8x8,spiral,0.224704,1022,10
list8x8,spiral,0.44668,2046,11
list8x8,spiral,0.889614,4094,12
list8x8,spiral,1.79127,8190,13
list8x8,spiral,3.65505,16382,14
list8x8,spiral,7.34281,32766,15
list8x8,spiral,14.6876,65534,16
list8x8,spiral,29.4818,131070,17
list8x8,spiral,60.646,262142,18
qlife,spiral,0.000861883,2,2
qlife,spiral,0.001652,6,3
qlife,spiral,0.00310087,14,4
qlife,spiral,0.00589204,30,5
qlife,spiral,0.0114269,62,6
qlife,spiral,0.0231109,126,7
qlife,spiral,0.0469649,254,8
qlife,spiral,0.0975199,510,9
qlife,spiral,0.199408,1022,10
qlife,spiral,0.393986,2046,11
qlife,spiral,0.790763,4094,12
qlife,spiral,1.60916,8190,13
qlife,spiral,3.2373,16382,14
qlife,spiral,6.51303,32766,15
qlife,spiral,13.177,65534,16
qlife,spiral,26.4065,131070,17
qlife,spiral,52.771,262142,18
tree,spiral,0.00114417,2,2
tree,spiral,0.00298715,6,3
tree,spiral,0.00659013,14,4
tree,spiral,0.0137041,30,5
tree,spiral,0.028053,62,6
tree,spiral,0.0560012,126,7
tree,spiral,0.112543,254,8
tree,spiral,0.225922,510,9
tree,spiral,0.453278,1022,10
tree,spiral,0.917624,2046,11
tree,spiral,1.83981,4094,12
tree,spiral,3.71475,8190,13
tree,spiral,7.4736,16382,14
tree,spiral,15.1045,32766,15
tree,spiral,30.5292,65534,16
ulifelib,spiral,0.000625849,2,2
ulifelib,spiral,0.00120592,6,3
ulifelib,spiral,0.00236797,14,4
ulifelib,spiral,0.00440502,30,5
ulifelib,spiral,0.00819588,62,6
ulifelib,spiral,0.0151708,126,7
ulifelib,spiral,0.0297799,254,8
ulifelib,spiral,0.0598538,510,9
ulifelib,spiral,0.117287,1022,10
ulifelib,spiral,0.232097,2046,11
ulifelib,spiral,0.464318,4094,12
ulifelib,spiral,0.939303,8190,13
ulifelib,spiral,1.88942,16382,14
ulifelib,spiral,3.80892,32766,15
ulifelib,spiral,7.6996,65534,16
ulifelib,spiral,15.3731,131070,17
ulifelib,spiral,30.8536,262142,18
hlife,unlim,8.2016e-05,2,2
hlife,unlim,0.000114918,6,3
hlife,unlim,0.000153065,14,4
hlife,unlim,0.000205994,30,5
hlife,unlim,0.000444889,62,6
hlife,unlim,0.000952959,126,7
hlife,unlim,0.00212097,254,8
hlife,unlim,0.00940704,510,9
hlife,unlim,0.0279291,1022,10
hlife,unlim,0.090966,2046,11
hlife,unlim,0.11446,4094,12
hlife,unlim,0.35821,8190,13
hlife,unlim,0.54811,16382,14
hlife,unlim,1.01878,32766,15
hlife,unlim,1.89608,65534,16
hlife,unlim,3.30938,131070,17
hlife,unlim,5.93891,262142,18
hlife,unlim,10.6533,524286,19
hlife,unlim,19.078,1048574,20
hlife,unlim,35.1116,2097150,21
lifelib,unlim,0.000100136,2,2
lifelib,unlim,0.000133038,6,3
lifelib,unlim,0.000159979,14,4
lifelib,unlim,0.000195026,30,5
lifelib,unlim,0.000252962,62,6
lifelib,unlim,0.000386,126,7
lifelib,unlim,0.000864029,254,8
lifelib,unlim,0.00327706,510,9
lifelib,unlim,0.0101571,1022,10
lifelib,unlim,0.0413151,2046,11
lifelib,unlim,0.0642531,4094,12
lifelib,unlim,0.14748,8190,13
lifelib,unlim,0.307294,16382,14
lifelib,unlim,0.55596,32766,15
lifelib,unlim,1.1235,65534,16
lifelib,unlim,2.02846,131070,17
lifelib,unlim,3.94869,262142,18
lifelib,unlim,6.48621,524286,19
lifelib,unlim,12.3132,1048574,20
lifelib,unlim,22.8277,2097150,21
lifelib,unlim,44.0994,4194302,22
list16x16,unlim,6.19888e-05,2,2
list16x16,unlim,7.48634e-05,6,3
list16x16,unlim,8.60691e-05,14,4
list16x16,unlim,9.89437e-05,30,5
list16x16,unlim,0.000118017,62,6
list16x16,unlim,0.000160933,126,7
list16x16,unlim,0.000282049,254,8
list16x16,unlim,0.000855923,510,9
list16x16,unlim,0.00328803,1022,10
list16x16,unlim,0.0159709,2046,11
list16x16,unlim,0.0794649,4094,12
list16x16,unlim,0.337937,8190,13
list16x16,unlim,1.37873,16382,14
list16x16,unlim,5.47768,32766,15
list16x16,unlim,21.9576,65534,16
list16x16,unlim,87.644,131070,17
list8x8,unlim,9.10759e-05,2,2
list8x8,unlim,0.000112057,6,3
list8x8,unlim,0.000130892,14,4
list8x8,unlim,0.000153065,30,5
list8x8,unlim,0.000195026,62,6
list8x8,unlim,0.000283957,126,7
list8x8,unlim,0.000601053,254,8
list8x8,unlim,0.002244,510,9
list8x8,unlim,0.0110509,1022,10
list8x8,unlim,0.0567949,2046,11
list8x8,unlim,0.273473,4094,12
list8x8,unlim,1.13669,8190,13
list8x8,unlim,4.12027,16382,14
list8x8,unlim,14.8122,32766,15
list8x8,unlim,56.2759,65534,16
qlife,unlim,7.98702e-05,2,2
qlife,unlim,9.48906e-05,6,3
qlife,unlim,0.000108957,14,4
qlife,unlim,0.000126839,30,5
qlife,unlim,0.000156879,62,6
qlife,unlim,0.000227928,126,7
qlife,unlim,0.000439882,254,8
qlife,unlim,0.00149298,510,9
qlife,unlim,0.0042069,1022,10
qlife,unlim,0.015147,2046,11
qlife,unlim,0.0445719,4094,12
qlife,unlim,0.148955,8190,13
qlife,unlim,0.514955,16382,14
qlife,unlim,1.7857,32766,15
qlife,unlim,6.43762,65534,16
qlife,unlim,26.2116,131070,17
qlife,unlim,104.946,262142,18
tree,unlim,7.10487e-05,2,2
tree,unlim,0.00011611,6,3
tree,unlim,0.000147104,14,4
tree,unlim,0.000200033,30,5
tree,unlim,0.000344992,62,6
tree,unlim,0.000504971,126,7
tree,unlim,0.000957012,254,8
tree,unlim,0.00309801,510,9
tree,unlim,0.012717,1022,10
tree,unlim,0.0644372,2046,11
tree,unlim,0.309897,4094,12
tree,unlim,1.3697,8190,13
tree,unlim,6.05698,16382,14
tree,unlim,25.0919,32766,15
tree,unlim,103.928,65534,16
ulifelib,unlim,6.60419e-05,2,2
ulifelib,unlim,8.01086e-05,6,3
ulifelib,unlim,9.10759e-05,14,4
ulifelib,unlim,0.000104189,30,5
ulifelib,unlim,0.000127077,62,6
ulifelib,unlim,0.000177145,126,7
ulifelib,unlim,0.0004282,254,8
ulifelib,unlim,0.00108814,510,9
ulifelib,unlim,0.0024941,1022,10
ulifelib,unlim,0.008425,2046,11
ulifelib,unlim,0.0237181,4094,12
ulifelib,unlim,0.0837331,8190,13
ulifelib,unlim,0.267185,16382,14
ulifelib,unlim,0.918304,32766,15
ulifelib,unlim,3.46038,65534,16
ulifelib,unlim,13.8337,131070,17
ulifelib,unlim,53.9066,262142,18
